Total weight: 652332
(4107.43,5469.59)--(4108.52,5469.59)	1.09265
(3633.92,4239.91)--(3633.43,4241.06)	1.25141
(5477.95,284.56)--(5476.62,284.488)	1.33834
(1708.12,264.914)--(1708.48,263.62)	1.34144
(1909.95,1886.41)--(1910.79,1888.02)	1.82106
(9796.59,1853.75)--(9798.11,1854.85)	1.88177
(9934.96,3279.63)--(9932.95,3278.99)	2.10411
(8333.96,7428.63)--(8336.15,7428.5)	2.19733
(155.491,9917.37)--(153.5,9918.66)	2.37451
(6264.26,6995.81)--(6262.53,6994.03)	2.48226
(5057.41,3027.12)--(5057.16,3024.47)	2.66602
(7404.54,2146.89)--(7406.11,2144.65)	2.72896
(5452.5,8128.65)--(5449.78,8128.39)	2.73181
(7771.6,4330.26)--(7773.87,4328.73)	2.73599
(9561.92,4331.81)--(9559.24,4332.83)	2.8726
(9225.94,2632.12)--(9227.06,2635.13)	3.20933
(8296,3896.83)--(8298.11,3894.39)	3.2167
(5320.01,7090.31)--(5322.96,7088.76)	3.33886
(2280.77,542.253)--(2283.34,544.49)	3.40786
(6032.05,369.841)--(6028.67,371.304)	3.68119
(609.394,596.19)--(606.519,598.804)	3.886
(8256.32,1588.26)--(8255.45,1584.44)	3.91708
(2025.48,1445.51)--(2021.56,1446.36)	4.00769
(9305.05,902.355)--(9302.46,905.528)	4.09305
(6015.97,1242.67)--(6011.9,1243.12)	4.09424
(8721.89,7436.11)--(8717.96,7437.39)	4.13879
(8067.42,5167.91)--(8064.46,5164.84)	4.26333
(155.085,7530.62)--(155.247,7526.31)	4.30932
(9768.85,338.817)--(9767.43,334.716)	4.34131
(5838.92,2857.91)--(5835.9,2854.12)	4.84668
(9379.55,4597.15)--(9383.11,4593.83)	4.87185
(7966.55,4590.9)--(7962.19,4593.16)	4.91872
(0.0713,9758.11)--(4.98001,9758.43)	4.91896
(7742.96,1257.55)--(7747.38,1255.16)	5.02944
(9189.44,9084.31)--(9193.92,9082.02)	5.03535
(1534.96,7156.47)--(1535.65,7161.49)	5.06718
(727.13,4727.1)--(723.934,4731.07)	5.10056
(8289.6,2529.16)--(8288.08,2524.28)	5.11687
(8221.56,8023.46)--(8225.65,8026.56)	5.12334
(5125.89,9437.25)--(5121.25,9435.02)	5.14891
(3883.59,3525.11)--(3880.76,3520.74)	5.21025
(7906.17,338.772)--(7909.98,335.095)	5.29237
(6567.33,7513.63)--(6570.56,7517.81)	5.29345
(877.442,6564.4)--(880.704,6560.17)	5.34606
(9924.08,4172.51)--(9921.82,4177.41)	5.40267
(1353.92,3044.92)--(1355.94,3039.83)	5.47257
(4679.78,544.16)--(4679.94,549.656)	5.4985
(8566.65,4336.63)--(8571.71,4338.85)	5.52544
(9362.12,4883.73)--(9366.11,4879.88)	5.54464
(4917.99,2442.32)--(4912.34,2441.75)	5.6782
(7945.62,5207.59)--(7951.39,5208.29)	5.80663
(2439.06,3538.38)--(2433.84,3535.78)	5.82932
(9415.96,9733.77)--(9415.97,9739.63)	5.85867
(5256,9961.87)--(5255.75,9956)	5.86763
(8223.32,6656.25)--(8223.09,6662.17)	5.92895
(616.755,1595.14)--(612.873,1590.65)	5.94057
(4842.84,5420.32)--(4843.8,5426.2)	5.95774
(5743.2,4075.28)--(5737.84,4078.08)	6.04734
(9920.56,1147.47)--(9925.34,1143.74)	6.06106
(763,4642.65)--(767.619,4638.72)	6.06481
(2191.51,4736.28)--(2189.15,4730.68)	6.07833
(7758.47,1199.79)--(7757.45,1193.65)	6.22257
(1847.25,9643.5)--(1841.6,9640.82)	6.25219
(6685.64,3047.55)--(6683.6,3041.64)	6.2538
(3653.2,3022.07)--(3658.49,3018.67)	6.28533
(9188.44,8000.99)--(9182.88,7997.77)	6.41542
(1796.28,6275.53)--(1794.84,6281.86)	6.49797
(7588.3,6367.69)--(7582.68,6370.97)	6.51164
(5450.17,3533.77)--(5444.08,3536.15)	6.53635
(8083.04,5808.44)--(8087.11,5813.56)	6.53762
(7318,5818.87)--(7315.44,5825.02)	6.66476
(1872.57,6205.84)--(1878.62,6208.68)	6.68473
(3253.41,2092.29)--(3260.14,2092.25)	6.73128
(4516.56,7902.03)--(4523.22,7903.14)	6.74779
(7678.65,1042.38)--(7676.31,1048.82)	6.85729
(4676.23,1038.92)--(4670.14,1035.71)	6.88761
(2996.6,9140.81)--(2991.34,9136.34)	6.9023
(5536.99,8353.61)--(5533.49,8347.5)	7.03935
(7956.21,8330.39)--(7961.7,8325.91)	7.09005
(3549.65,7223.4)--(3554.93,7218.54)	7.17166
(1761.33,9821.8)--(1760.89,9814.53)	7.28835
(1950.7,6349.24)--(1944.94,6353.88)	7.39533
(5568.49,4077.33)--(5571.43,4070.5)	7.43556
(2267.45,1059.42)--(2262.52,1065.01)	7.44624
(6390.29,5166.03)--(6397.8,5166.49)	7.51682
(3536.44,1027.3)--(3528.97,1028.37)	7.54128
(602.1,9142.88)--(604.138,9150.18)	7.58059
(5314.04,7606.9)--(5314.07,7614.53)	7.63006
(4375.85,9611.08)--(4382.62,9607.54)	7.63872
(2922.41,5330.3)--(2914.99,5328.15)	7.72587
(9441.74,9685.69)--(9442.44,9677.97)	7.75722
(6786.08,8063.96)--(6778.42,8065.27)	7.76446
(6624.45,8189.42)--(6620.82,8182.44)	7.8665
(2970.8,978.571)--(2962.87,978.965)	7.93847
(4246.26,6420.47)--(4254.24,6420.3)	7.98551
(8270.9,2460.57)--(8265.89,2454.31)	8.01895
(9080.29,7461.42)--(9080.49,7453.37)	8.05328
(9555.28,7529.83)--(9550.8,7523.01)	8.15736
(3195.22,2559.55)--(3197.59,2551.72)	8.18235
(5694.45,5799.49)--(5692.1,5791.63)	8.19584
(7727.41,5075.86)--(7721.75,5081.81)	8.2092
(4997.97,6661)--(4989.75,6661.78)	8.26004
(3746.16,5066.53)--(3739.43,5061.69)	8.29509
(4657.46,7927.09)--(4665.44,7929.78)	8.42352
(3007.92,822.907)--(3004.77,830.759)	8.46036
(3554.76,3863.73)--(3546.25,3863.83)	8.50554
(7726.82,3160.2)--(7718.42,3161.74)	8.53736
(5582.06,6078.68)--(5573.52,6079.69)	8.60397
(3607.62,6849.71)--(3608.34,6858.34)	8.66403
(6724.53,6989.2)--(6728.55,6996.89)	8.67158
(8075.7,5165.25)--(8067.42,5167.91)	8.70031
(2966.76,9267.47)--(2971.35,9260.04)	8.73416
(1592.32,7729.59)--(1599.57,7734.47)	8.74
(1021.96,9402.26)--(1030.28,9405.05)	8.78311
