Total weight: 793229
(3540.11,1052.16)--(3540.17,1052.37)	0.221564
(3968.65,308.563)--(3969.04,308.493)	0.394291
(2734,9345.23)--(2734.18,9345.72)	0.52401
(4022.58,9761.1)--(4022.02,9760.75)	0.657755
(1904.37,1681.22)--(1903.93,1680.17)	1.13848
(2149.6,5054.96)--(2149.22,5053.79)	1.23363
(4862.47,2296.38)--(4862.16,2297.63)	1.29624
(7330.13,1837.72)--(7331.45,1837.76)	1.32773
(563.491,3255.54)--(564.352,3254.34)	1.47826
(6124.16,1556.59)--(6124.4,1558.1)	1.53693
(4730.69,1864.24)--(4729.57,1865.39)	1.60722
(5570.52,1601.8)--(5568.88,1601.63)	1.65099
(7370.01,5535.01)--(7371.07,5536.51)	1.84085
(4380.6,4686.25)--(4380.04,4684.47)	1.85984
(4645,1891.33)--(4646.51,1892.47)	1.89197
(25.2185,7018.99)--(24.0075,7017.51)	1.90591
(9571.83,1094.81)--(9571.57,1092.79)	2.03096
(1708.8,6164.87)--(1706.6,6164.95)	2.19706
(5520.49,3390.65)--(5521.02,3392.82)	2.24015
(2967.01,3132.46)--(2969.04,3133.64)	2.3503
(5300.29,4024.42)--(5301.59,4026.4)	2.3701
(8909.45,862.153)--(8911.62,863.122)	2.3767
(4860.09,8901.39)--(4859.12,8899.18)	2.40517
(7153.53,9281.76)--(7155.27,9283.52)	2.47662
(6156.34,6537.11)--(6154,6536.08)	2.56135
(3297.09,6940.01)--(3294.51,6940.31)	2.59795
(6682.56,3658.18)--(6680.31,3656.87)	2.60221
(6862.25,9663.79)--(6861.68,9661.12)	2.73117
(8869.11,6822.34)--(8866.62,6823.74)	2.85516
(7040.47,2983.3)--(7043.36,2983.2)	2.88444
(4683.71,8358.04)--(4684.67,8360.76)	2.88825
(335.57,7344.88)--(338.239,7346.12)	2.94162
(9646.42,1289.84)--(9644.1,1287.84)	3.06614
(3104.37,2505.11)--(3101.72,2503.5)	3.09686
(9895.23,4724.32)--(9892.28,4723.3)	3.12034
(6456.07,8140)--(6458.48,8137.97)	3.15436
(7715.39,6328.75)--(7712.27,6329.36)	3.17806
(747.762,7956.16)--(750.712,7954.91)	3.20452
(2335.25,749.107)--(2336.43,752.161)	3.27247
(1109.65,6777.31)--(1107.09,6779.5)	3.36773
(8090.12,7407.36)--(8088.77,7410.47)	3.3951
(573.513,8588.98)--(574.803,8592.15)	3.42558
(7146.77,3849.02)--(7143.43,3849.8)	3.43964
(9194.79,9036.86)--(9191.78,9038.61)	3.483
(5222.01,2959.32)--(5222.73,2962.83)	3.58078
(9319.39,5543.09)--(9315.73,5542.68)	3.68113
(4851.27,1739.44)--(4849.18,1736.25)	3.80917
(2074.29,4657.7)--(2076.92,4654.9)	3.84641
(325.371,5795.19)--(328.399,5797.68)	3.92328
(9569.89,5260.01)--(9573.83,5260.52)	3.98063
(6901.99,5688.34)--(6905.51,5690.22)	3.99197
(6260.64,4483.12)--(6260.57,4479.1)	4.03005
(8385.83,7856.11)--(8389.76,7855.2)	4.03285
(7524.7,9260.7)--(7521.47,9258.25)	4.05805
(7553.81,1573.1)--(7554.96,1577)	4.06907
(1973.73,161.163)--(1977.82,160.791)	4.10019
(8908.23,4712.41)--(8905.4,4709.43)	4.10767
(3802.56,6487.1)--(3800.2,6483.74)	4.11298
(9147.83,9147.78)--(9146.18,9144.01)	4.12211
(1549,9629.45)--(1544.87,9629.65)	4.13397
(2994.47,2016.34)--(2998.31,2014.77)	4.15219
(986.56,8235.23)--(982.734,8236.97)	4.20047
(432.023,8494.82)--(428.778,8492.16)	4.20132
(2561.92,4054.86)--(2566.15,4054.41)	4.25576
(1083.44,7420.22)--(1080.46,7423.27)	4.26832
(2202.21,9417.52)--(2205.63,9420.07)	4.26837
(505.605,4987.76)--(508.19,4984.32)	4.30186
(8205.41,6620.35)--(8209.45,6621.86)	4.31375
(4405.96,2326.43)--(4410.26,2326.79)	4.31393
(4387.86,5570.54)--(4387.57,5574.87)	4.3381
(7009.19,9984.85)--(7013.32,9986.21)	4.34568
(7902.11,4808.77)--(7901.35,4813.14)	4.43446
(3941.79,9317.42)--(3939.24,9313.79)	4.43695
(4535.2,9250.2)--(4537.4,9246.34)	4.4432
(2171.12,338.022)--(2168.63,334.296)	4.48096
(876.496,5916.77)--(873.957,5913.07)	4.48319
(3576.03,7993.84)--(3573.07,7990.36)	4.5691
(8849.47,1736.45)--(8851.62,1732.38)	4.60125
(351.829,7605.42)--(353.303,7601.01)	4.64955
(874.722,2206.76)--(870.587,2204.53)	4.70127
(5936.79,5337.72)--(5940.81,5340.21)	4.73372
(3313.27,9544.16)--(3308.88,9542.34)	4.75373
(356.906,6720.78)--(356.528,6716.02)	4.7804
(6032.48,2724.7)--(6031.13,2729.33)	4.81772
(7191.25,2349.67)--(7194.63,2353.14)	4.85112
(6260.57,4479.1)--(6257.29,4475.51)	4.85798
(4147.63,1166.81)--(4152.28,1168.3)	4.88577
(1864.91,8654.94)--(1861.01,8657.89)	4.89379
(7213.85,9698.88)--(7218.67,9698.02)	4.8942
(8.43453,3434.91)--(8.05016,3430.03)	4.89479
(1762.07,4344.9)--(1762.1,4339.92)	4.98189
(5480.66,598.557)--(5480.61,593.501)	5.05632
(6650.29,2974.81)--(6651.3,2979.78)	5.06847
(9222.45,3182.84)--(9226.86,3185.48)	5.13566
(9336.19,184.437)--(9331.05,184.654)	5.14653
(7335.53,4911.23)--(7333.4,4906.51)	5.18067
(2743.28,634.128)--(2738.07,634.099)	5.21063
(6606.76,2958.67)--(6611.99,2958.59)	5.22719
(1316.1,6492.03)--(1321.06,6490.31)	5.24834
(3324.08,3529.11)--(3322.1,3534)	5.27854
(6821.52,8038.13)--(6823.44,8043.1)	5.32998
(185.015,7738.37)--(190.339,7737.86)	5.34749
(1321.02,5164.9)--(1322.95,5169.91)	5.37311
(1377.55,3198.34)--(1375.29,3193.41)	5.42602
(2951.43,5532.16)--(2952.98,5526.95)	5.43741
