Total weight: 462497
(9698.25,1595.51)--(9699.22,1595.84)	1.02088
(4483.65,9505.46)--(4484.83,9507.43)	2.29805
(7019.24,7052.32)--(7016.54,7052.97)	2.77764
(6127.86,6461.55)--(6130.08,6464.39)	3.60849
(8420.13,1886.03)--(8419.81,1882.38)	3.66473
(4040.75,8248.7)--(4037.95,8251.7)	4.10026
(1887.16,8636.59)--(1889.6,8633.27)	4.11958
(1286.72,8303.64)--(1282.93,8306.03)	4.4835
(147.638,5545.59)--(146.296,5541.18)	4.61391
(6442.4,625.878)--(6447.06,625.122)	4.72337
(513.19,215.455)--(508.352,214.726)	4.89321
(9694.79,5362.94)--(9698.49,5367.19)	5.63277
(9106.81,6214.77)--(9103.09,6210.38)	5.74686
(1602.4,9348.79)--(1600.67,9343.27)	5.783
(2842.9,4815.18)--(2847.18,4819.17)	5.84978
(3266.49,7292.67)--(3271.9,7290.2)	5.94288
(1717.69,6108.33)--(1721.4,6103.53)	6.0683
(7514.37,5273.64)--(7508.37,5274.61)	6.0773
(5923.03,6632.75)--(5929.18,6630.66)	6.4925
(1639.73,2988.49)--(1645.89,2990.65)	6.52876
(577.343,4494.78)--(571.265,4492.24)	6.58671
(2694.58,6164.88)--(2687.83,6165.22)	6.75813
(5901.77,1794.38)--(5900.74,1801.1)	6.80393
(1988.72,1329.65)--(1982.58,1332.88)	6.93478
(7209.13,2836.1)--(7214.16,2840.9)	6.94952
(1446.34,9222.1)--(1453.6,9222.68)	7.28805
(9242.53,7796.14)--(9237.83,7790.52)	7.32437
(4673.25,8948.57)--(4675.28,8941.27)	7.57716
(1915.08,2516.08)--(1919.86,2522.06)	7.65296
(7600.42,8913.13)--(7593.75,8909.36)	7.66366
(9562.71,5378.98)--(9570.24,5376.71)	7.86545
(5294.94,7092.46)--(5286.75,7093.48)	8.2604
(4450.86,2221.26)--(4452.85,2229.51)	8.48423
(6659.64,6802.11)--(6662.85,6810.08)	8.59143
(4261.18,356.381)--(4252.87,358.895)	8.68116
(2423.35,6489.25)--(2424.69,6498.18)	9.02954
(6127.86,6461.55)--(6127.84,6452.35)	9.19352
(6782.83,5944.06)--(6786.13,5935.36)	9.30116
(4802.85,353.266)--(4804.63,344.124)	9.31325
(2847.05,3029.83)--(2843.2,3038.38)	9.37718
(9957.83,9609.83)--(9948.53,9607.08)	9.69706
(1651.15,1630.1)--(1658.53,1623.5)	9.90298
(7472.46,537.121)--(7473.32,547.06)	9.97553
(9451.46,4558.88)--(9446.36,4550.24)	10.0382
(2564.81,6449.09)--(2574.47,6452.14)	10.1252
(1225.61,7842.24)--(1235.42,7839.49)	10.194
(3641.18,2141.92)--(3631.74,2146.66)	10.5608
(4924.86,2424.11)--(4917.27,2416.57)	10.7001
(8191.36,2011.03)--(8182.66,2018)	11.1442
(3427.51,1142.33)--(3438.72,1142.98)	11.2342
(9778.31,9261.95)--(9789.53,9262.81)	11.2485
(7886.51,6541.34)--(7876.98,6547.4)	11.2923
(4648.13,648.052)--(4637.31,644.622)	11.3429
(8846.03,6109.89)--(8835.7,6114.96)	11.5037
(637.856,5022.55)--(630.9,5013.1)	11.7404
(7019.19,70.3421)--(7016.92,58.7948)	11.7691
(3179.37,2610.49)--(3179.63,2598.64)	11.8525
(2902.13,7084.64)--(2902.22,7096.58)	11.9438
(6228.17,2161.51)--(6236.6,2153.03)	11.9591
(9461.53,4565.4)--(9451.46,4558.88)	11.9928
(8033.42,8973.65)--(8030.26,8961.94)	12.1351
(6165.24,7734.24)--(6161.38,7722.48)	12.3739
(2754.82,55.8048)--(2758.25,67.695)	12.3773
(6649.85,5699.28)--(6644.66,5710.7)	12.5486
(5121.84,3770.39)--(5119.77,3782.81)	12.5923
(1896.22,33.5885)--(1889.56,44.3009)	12.6167
(6895.61,8060.92)--(6892.48,8048.67)	12.6414
(9950.61,5854.89)--(9955.73,5866.53)	12.7208
(6696.65,2982.81)--(6688.8,2992.84)	12.7404
(1618.43,1839.87)--(1617.25,1827.03)	12.8938
(586.623,5647.45)--(579.731,5636.44)	12.9824
(2616.56,6718.23)--(2627.89,6711.4)	13.2263
(6502.29,8785.28)--(6515.12,8788.51)	13.2272
(5803.01,9228.48)--(5795.92,9239.66)	13.2379
(2460.08,7359.24)--(2472.65,7354.81)	13.3282
(4077.27,7756.31)--(4085.78,7746.01)	13.3561
(476.558,3381.42)--(469.926,3393.15)	13.4687
(821.291,8193.15)--(834.207,8188.51)	13.7251
(8289.32,6901.83)--(8287.33,6888.21)	13.77
(4889.26,8328.98)--(4887.61,8315.21)	13.8644
(7998.52,3060.21)--(8000.43,3046.39)	13.9597
(6382.94,9877.26)--(6394.75,9869.59)	14.075
(1099.31,321.156)--(1096.46,334.949)	14.0833
(7952.92,1803.26)--(7963.58,1812.5)	14.1038
(5338.87,5420.67)--(5345.8,5408.38)	14.1038
(6320.49,538.432)--(6310.4,549.139)	14.7117
(6210.68,2211.92)--(6206.03,2225.91)	14.7516
(7136.28,8054.54)--(7126.24,8043.72)	14.7577
(8483.44,3212.12)--(8495.85,3203.92)	14.8723
(8379.23,619.44)--(8394.13,620.716)	14.9489
(3730.48,9947.39)--(3729.21,9932.4)	15.0405
(5619.42,2081.67)--(5633.81,2077.09)	15.0967
(4461.95,8562.3)--(4451.03,8572.99)	15.2869
(4863.95,4051.76)--(4868.24,4066.65)	15.4911
(7016.3,3639.25)--(7022.5,3625.03)	15.5127
(6184.44,6596.66)--(6169.85,6591.33)	15.5316
(6490.01,4344.62)--(6479.47,4356.08)	15.5715
(5963.51,512.769)--(5977.42,519.943)	15.6513
(8023.86,6085.92)--(8010.63,6094.4)	15.7207
(2171.52,1888.06)--(2181.26,1875.62)	15.7994
(8517.14,3192.34)--(8528.46,3203.48)	15.875
(1471.55,1362.18)--(1471.73,1346.13)	16.0424
(9021.79,8116.15)--(9030.58,8129.64)	16.104
(3824.47,7944.21)--(3822.91,7960.35)	16.2107
(8959.5,8868.82)--(8972.03,8879.4)	16.4
(8016.04,6071.43)--(8023.86,6085.92)	16.4628
(9250.99,7250.93)--(9252.32,7234.44)	16.5439
(6885.81,3719.49)--(6902.42,3717.69)	16.7076
(7098.92,4441.63)--(7092.1,4456.93)	16.7501
(5767.21,4815.9)--(5778.73,4803.73)	16.755
(3966.31,3956.42)--(3981.72,3963.2)	16.8313
(9816.85,5035.38)--(9814.94,5052.15)	16.8736
(2012.94,8449.85)--(2002.58,8436.39)	16.9842
(9714.74,2851.21)--(9718.1,2867.95)	17.0735
(2528.17,3583.11)--(2543.25,3575)	17.1219
(2275.45,2482.54)--(2278.83,2465.7)	17.1747
(6218.3,4598.71)--(6228.97,4585.18)	17.2227
(4794.56,5601.92)--(4807.74,5613.03)	17.232
(99.5801,3260.52)--(86.8616,3272.18)	17.2564
(1505.86,719.816)--(1488.56,719.859)	17.3006
(9370.38,7078.12)--(9387.66,7081.14)	17.5499
(5169.68,4850.91)--(5181.71,4837.85)	17.7581
(4763.43,853.388)--(4753.51,868.153)	17.784
(4077.27,7756.31)--(4083.23,7773.18)	17.8994
(901.091,3821.95)--(904.4,3839.64)	17.9938
(5838.46,1233.45)--(5856.57,1232.28)	18.1517
(130.339,8686.65)--(139.975,8671.16)	18.2434
(6375.53,888.643)--(6357.6,885.03)	18.2881
(5452.74,1663.13)--(5468.78,1654.32)	18.2941
(4625.94,3903.77)--(4628.94,3922.04)	18.5193
(7366.29,589.606)--(7352.15,577.237)	18.7866
(9223.68,432.43)--(9216.07,415.178)	18.8576
(6661.34,1599.64)--(6650.27,1584.17)	19.024
(9448.66,4900.25)--(9465.97,4892.22)	19.0796
(2597.05,3995.29)--(2604.87,4012.84)	19.2075
(1713.68,8640.15)--(1732.3,8645.21)	19.2934
(1846.16,5766.4)--(1850.48,5785.3)	19.3922
(7437.28,7924.7)--(7418.66,7918.59)	19.5986
(7721.73,503.692)--(7741.48,502.349)	19.7985
(5835.25,7680.16)--(5821.54,7665.75)	19.8946
(4198.76,5433.81)--(4214.96,5445.61)	20.0391
(5467.88,6390.36)--(5456.95,6407.22)	20.084
(2529.59,3560.23)--(2543.25,3575)	20.114
(1662.65,9899.55)--(1653.72,9881.49)	20.1418
(2653.31,3051.35)--(2662.29,3033.22)	20.2363
(8335.02,780.394)--(8342.6,799.174)	20.2532
(6905.2,3588.93)--(6899.48,3608.47)	20.3584
(8620.07,5301.55)--(8601.45,5293.28)	20.3705
(5477.21,4773.46)--(5464.3,4789.31)	20.4409
(562.333,4038.62)--(578.951,4050.54)	20.4497
(4175.51,7346.92)--(4183.52,7327.97)	20.5741
(5671.32,5685.31)--(5690.57,5678.03)	20.575
(9962.67,1136.16)--(9956.78,1116.24)	20.7735
(4580.06,7391.09)--(4564.07,7377.44)	21.0214
(4592.48,1160.37)--(4584.25,1179.74)	21.0497
(8953.12,7724.41)--(8949.92,7703.54)	21.1152
(6903.34,5178.97)--(6919.58,5192.47)	21.1209
(8449.8,4509.2)--(8428.72,4507.46)	21.1576
(4344.87,526.118)--(4343.74,547.446)	21.3589
(6572.19,9018.54)--(6557.02,9033.74)	21.4752
(2583.02,7888.83)--(2583.04,7910.41)	21.5756
(3737.89,9454.38)--(3716.23,9454.02)	21.6655
(889.051,1253.51)--(867.4,1255.33)	21.7269
(4337.32,568.206)--(4343.74,547.446)	21.7273
(6882.84,397.415)--(6871.83,416.228)	21.7961
(5901.14,8731.81)--(5879.58,8728.58)	21.7969
(3125.47,7364.05)--(3124.35,7385.85)	21.8327
(6897.55,7766.14)--(6910.65,7748.63)	21.8663
(7203.39,8562.15)--(7186.55,8548.04)	21.9691
(6633.77,1791.24)--(6651.5,1804.31)	22.0252
(4873.94,836.173)--(4895.97,836.152)	22.0315
(1957.83,3038.6)--(1937.64,3047.52)	22.0706
(4292.27,5802.11)--(4290.83,5780.05)	22.1109
(5901.77,1794.38)--(5879.65,1793.4)	22.134
(3277.51,5289.99)--(3264.7,5271.87)	22.2003
(453.36,4334.62)--(448.322,4356.28)	22.2414
(3260.08,5182.3)--(3238.8,5188.81)	22.2525
(8704.75,1287.23)--(8684.68,1277.36)	22.3709
(5072.15,4632.66)--(5053.33,4644.83)	22.4118
(6624.43,1710.03)--(6645.95,1703.76)	22.4132
(5582.59,1317.93)--(5601.23,1330.46)	22.4533
